Time_an(us)	Tip_Prescribed(nm)	F_Analytical(nN)	F_DMA_F_Ge(nN)	F_Transient(nN)
0.7193333333	7.7444124894	0.0000000000	0.0000000000	0.0000000000
0.7195000000	7.7392787253	0.0000000000	0.0000000000	0.0000000000
0.7196666667	7.7341434851	0.0000000000	0.0000000000	0.0000000000
0.7198333333	7.7290067707	0.0000000000	0.0000000000	0.0000000000
0.7200000000	7.7238685841	0.0000000000	0.0000000000	0.0000000000
0.7201666667	7.7187289274	0.0000000000	0.0000000000	0.0000000000
0.7203333333	7.7135878026	0.0000000000	0.0000000000	0.0000000000
0.7205000000	7.7084452118	0.0000000000	0.0000000000	0.0000000000
0.7206666667	7.7033011569	0.0000000000	0.0000000000	0.0000000000
0.7208333333	7.6981556400	0.0000000000	0.0000000000	0.0000000000
0.7210000000	7.6930086631	0.0000000000	0.0000000000	0.0000000000
0.7211666667	7.6878602283	0.0000000000	0.0000000000	0.0000000000
0.7213333333	7.6827103376	0.0000000000	0.0000000000	0.0000000000
0.7215000000	7.6775589930	0.0000000000	0.0000000000	0.0000000000
0.7216666667	7.6724061966	0.0000000000	0.0000000000	0.0000000000
0.7218333333	7.6672519503	0.0000000000	0.0000000000	0.0000000000
0.7220000000	7.6620962563	0.0000000000	0.0000000000	0.0000000000
0.7221666667	7.6569391165	0.0000000000	0.0000000000	0.0000000000
0.7223333333	7.6517805331	0.0000000000	0.0000000000	0.0000000000
0.7225000000	7.6466205080	0.0000000000	0.0000000000	0.0000000000
0.7226666667	7.6414590432	0.0000000000	0.0000000000	0.0000000000
0.7228333333	7.6362961409	0.0000000000	0.0000000000	0.0000000000
0.7230000000	7.6311318030	0.0000000000	0.0000000000	0.0000000000
0.7231666667	7.6259660316	0.0000000000	0.0000000000	0.0000000000
0.7233333333	7.6207988287	0.0000000000	0.0000000000	0.0000000000
0.7235000000	7.6156301964	0.0000000000	0.0000000000	0.0000000000
0.7236666667	7.6104601367	0.0000000000	0.0000000000	0.0000000000
0.7238333333	7.6052886516	0.0000000000	0.0000000000	0.0000000000
0.7240000000	7.6001157433	0.0000000000	0.0000000000	0.0000000000
0.7241666667	7.5949414136	0.0000000000	0.0000000000	0.0000000000
0.7243333333	7.5897656647	0.0000000000	0.0000000000	0.0000000000
0.7245000000	7.5845884987	0.0000000000	0.0000000000	0.0000000000
0.7246666667	7.5794099175	0.0000000000	0.0000000000	0.0000000000
0.7248333333	7.5742299232	0.0000000000	0.0000000000	0.0000000000
0.7250000000	7.5690485179	0.0000000000	0.0000000000	0.0000000000
0.7251666667	7.5638657036	0.0000000000	0.0000000000	0.0000000000
0.7253333333	7.5586814823	0.0000000000	0.0000000000	0.0000000000
0.7255000000	7.5534958561	0.0000000000	0.0000000000	0.0000000000
0.7256666667	7.5483088270	0.0000000000	0.0000000000	0.0000000000
0.7258333333	7.5431203971	0.0000000000	0.0000000000	0.0000000000
0.7260000000	7.5379305685	0.0000000000	0.0000000000	0.0000000000
0.7261666667	7.5327393431	0.0000000000	0.0000000000	0.0000000000
0.7263333333	7.5275467231	0.0000000000	0.0000000000	0.0000000000
0.7265000000	7.5223527104	0.0000000000	0.0000000000	0.0000000000
0.7266666667	7.5171573072	0.0000000000	0.0000000000	0.0000000000
0.7268333333	7.5119605154	0.0000000000	0.0000000000	0.0000000000
0.7270000000	7.5067623372	0.0000000000	0.0000000000	0.0000000000
0.7271666667	7.5015627746	0.0000000000	0.0000000000	0.0000000000
0.7273333333	7.4963618296	0.0000000000	0.0000000000	0.0000000000
0.7275000000	7.4911595043	0.0000000000	0.0000000000	0.0000000000
0.7276666667	7.4859558008	0.0000000000	0.0000000000	0.0000000000
0.7278333333	7.4807507210	0.0000000000	0.0000000000	0.0000000000
0.7280000000	7.4755442671	0.0000000000	0.0000000000	0.0000000000
0.7281666667	7.4703364411	0.0000000000	0.0000000000	0.0000000000
0.7283333333	7.4651272451	0.0000000000	0.0000000000	0.0000000000
0.7285000000	7.4599166811	0.0000000000	0.0000000000	0.0000000000
0.7286666667	7.4547047512	0.0000000000	0.0000000000	0.0000000000
0.7288333333	7.4494914574	0.0000000000	0.0000000000	0.0000000000
0.7290000000	7.4442768018	0.0000000000	0.0000000000	0.0000000000
0.7291666667	7.4390607865	0.0000000000	0.0000000000	0.0000000000
0.7293333333	7.4338434135	0.0000000000	0.0000000000	0.0000000000
0.7295000000	7.4286246848	0.0000000000	0.0000000000	0.0000000000
0.7296666667	7.4234046026	0.0000000000	0.0000000000	0.0000000000
0.7298333333	7.4181831689	0.0000000000	0.0000000000	0.0000000000
0.7300000000	7.4129603857	0.0000000000	0.0000000000	0.0000000000
0.7301666667	7.4077362552	0.0000000000	0.0000000000	0.0000000000
0.7303333333	7.4025107793	0.0000000000	0.0000000000	0.0000000000
0.7305000000	7.3972839602	0.0000000000	0.0000000000	0.0000000000
0.7306666667	7.3920557999	0.0000000000	0.0000000000	0.0000000000
0.7308333333	7.3868263004	0.0000000000	0.0000000000	0.0000000000
0.7310000000	7.3815954639	0.0000000000	0.0000000000	0.0000000000
0.7311666667	7.3763632924	0.0000000000	0.0000000000	0.0000000000
0.7313333333	7.3711297880	0.0000000000	0.0000000000	0.0000000000
0.7315000000	7.3658949527	0.0000000000	0.0000000000	0.0000000000
0.7316666667	7.3606587885	0.0000000000	0.0000000000	0.0000000000
0.7318333333	7.3554212977	0.0000000000	0.0000000000	0.0000000000
0.7320000000	7.3501824822	0.0000000000	0.0000000000	0.0000000000
0.7321666667	7.3449423441	0.0000000000	0.0000000000	0.0000000000
0.7323333333	7.3397008854	0.0000000000	0.0000000000	0.0000000000
0.7325000000	7.3344581083	0.0000000000	0.0000000000	0.0000000000
0.7326666667	7.3292140148	0.0000000000	0.0000000000	0.0000000000
0.7328333333	7.3239686070	0.0000000000	0.0000000000	0.0000000000
0.7330000000	7.3187218869	0.0000000000	0.0000000000	0.0000000000
0.7331666667	7.3134738567	0.0000000000	0.0000000000	0.0000000000
0.7333333333	7.3082245183	0.0000000000	0.0000000000	0.0000000000
0.7335000000	7.3029738739	0.0000000000	0.0000000000	0.0000000000
0.7336666667	7.2977219255	0.0000000000	0.0000000000	0.0000000000
0.7338333333	7.2924686753	0.0000000000	0.0000000000	0.0000000000
0.7340000000	7.2872141252	0.0000000000	0.0000000000	0.0000000000
0.7341666667	7.2819582775	0.0000000000	0.0000000000	0.0000000000
0.7343333333	7.2767011340	0.0000000000	0.0000000000	0.0000000000
0.7345000000	7.2714426969	0.0000000000	0.0000000000	0.0000000000
0.7346666667	7.2661829684	0.0000000000	0.0000000000	0.0000000000
0.7348333333	7.2609219504	0.0000000000	0.0000000000	0.0000000000
0.7350000000	7.2556596450	0.0000000000	0.0000000000	0.0000000000
0.7351666667	7.2503960544	0.0000000000	0.0000000000	0.0000000000
0.7353333333	7.2451311805	0.0000000000	0.0000000000	0.0000000000
0.7355000000	7.2398650255	0.0000000000	0.0000000000	0.0000000000
0.7356666667	7.2345975915	0.0000000000	0.0000000000	0.0000000000
0.7358333333	7.2293288805	0.0000000000	0.0000000000	0.0000000000
0.7360000000	7.2240588946	0.0000000000	0.0000000000	0.0000000000
0.7361666667	7.2187876359	0.0000000000	0.0000000000	0.0000000000
0.7363333333	7.2135151065	0.0000000000	0.0000000000	0.0000000000
0.7365000000	7.2082413085	0.0000000000	0.0000000000	0.0000000000
0.7366666667	7.2029662438	0.0000000000	0.0000000000	0.0000000000
0.7368333333	7.1976899147	0.0000000000	0.0000000000	0.0000000000
0.7370000000	7.1924123232	0.0000000000	0.0000000000	0.0000000000
0.7371666667	7.1871334714	0.0000000000	0.0000000000	0.0000000000
0.7373333333	7.1818533614	0.0000000000	0.0000000000	0.0000000000
0.7375000000	7.1765719952	0.0000000000	0.0000000000	0.0000000000
0.7376666667	7.1712893750	0.0000000000	0.0000000000	0.0000000000
0.7378333333	7.1660055027	0.0000000000	0.0000000000	0.0000000000
0.7380000000	7.1607203806	0.0000000000	0.0000000000	0.0000000000
0.7381666667	7.1554340107	0.0000000000	0.0000000000	0.0000000000
0.7383333333	7.1501463951	0.0000000000	0.0000000000	0.0000000000
0.7385000000	7.1448575358	0.0000000000	0.0000000000	0.0000000000
0.7386666667	7.1395674350	0.0000000000	0.0000000000	0.0000000000
0.7388333333	7.1342760948	0.0000000000	0.0000000000	0.0000000000
0.7390000000	7.1289835171	0.0000000000	0.0000000000	0.0000000000
0.7391666667	7.1236897043	0.0000000000	0.0000000000	0.0000000000
0.7393333333	7.1183946582	0.0000000000	0.0000000000	0.0000000000
0.7395000000	7.1130983810	0.0000000000	0.0000000000	0.0000000000
0.7396666667	7.1078008749	0.0000000000	0.0000000000	0.0000000000
0.7398333333	7.1025021418	0.0000000000	0.0000000000	0.0000000000
0.7400000000	7.0972021839	0.0000000000	0.0000000000	0.0000000000
0.7401666667	7.0919010033	0.0000000000	0.0000000000	0.0000000000
0.7403333333	7.0865986020	0.0000000000	0.0000000000	0.0000000000
0.7405000000	7.0812949822	0.0000000000	0.0000000000	0.0000000000
0.7406666667	7.0759901460	0.0000000000	0.0000000000	0.0000000000
0.7408333333	7.0706840954	0.0000000000	0.0000000000	0.0000000000
0.7410000000	7.0653768326	0.0000000000	0.0000000000	0.0000000000
0.7411666667	7.0600683595	0.0000000000	0.0000000000	0.0000000000
0.7413333333	7.0547586785	0.0000000000	0.0000000000	0.0000000000
0.7415000000	7.0494477914	0.0000000000	0.0000000000	0.0000000000
0.7416666667	7.0441357005	0.0000000000	0.0000000000	0.0000000000
0.7418333333	7.0388224078	0.0000000000	0.0000000000	0.0000000000
0.7420000000	7.0335079154	0.0000000000	0.0000000000	0.0000000000
0.7421666667	7.0281922255	0.0000000000	0.0000000000	0.0000000000
0.7423333333	7.0228753400	0.0000000000	0.0000000000	0.0000000000
0.7425000000	7.0175572612	0.0000000000	0.0000000000	0.0000000000
0.7426666667	7.0122379911	0.0000000000	0.0000000000	0.0000000000
0.7428333333	7.0069175318	0.0000000000	0.0000000000	0.0000000000
0.7430000000	7.0015958854	0.0000000000	0.0000000000	0.0000000000
0.7431666667	6.9962730541	0.0000000000	0.0000000000	0.0000000000
0.7433333333	6.9909490398	0.0000000000	0.0000000000	0.0000000000
0.7435000000	6.9856238448	0.0000000000	0.0000000000	0.0000000000
0.7436666667	6.9802974711	0.0000000000	0.0000000000	0.0000000000
0.7438333333	6.9749699208	0.0000000000	0.0000000000	0.0000000000
0.7440000000	6.9696411961	0.0000000000	0.0000000000	0.0000000000
0.7441666667	6.9643112990	0.0000000000	0.0000000000	0.0000000000
0.7443333333	6.9589802316	0.0000000000	0.0000000000	0.0000000000
0.7445000000	6.9536479961	0.0000000000	0.0000000000	0.0000000000
0.7446666667	6.9483145945	0.0000000000	0.0000000000	0.0000000000
0.7448333333	6.9429800290	0.0000000000	0.0000000000	0.0000000000
0.7450000000	6.9376443016	0.0000000000	0.0000000000	0.0000000000
0.7451666667	6.9323074145	0.0000000000	0.0000000000	0.0000000000
0.7453333333	6.9269693698	0.0000000000	0.0000000000	0.0000000000
0.7455000000	6.9216301695	0.0000000000	0.0000000000	0.0000000000
0.7456666667	6.9162898158	0.0000000000	0.0000000000	0.0000000000
0.7458333333	6.9109483109	0.0000000000	0.0000000000	0.0000000000
0.7460000000	6.9056056567	0.0000000000	0.0000000000	0.0000000000
0.7461666667	6.9002618554	0.0000000000	0.0000000000	0.0000000000
0.7463333333	6.8949169092	0.0000000000	0.0000000000	0.0000000000
0.7465000000	6.8895708201	0.0000000000	0.0000000000	0.0000000000
0.7466666667	6.8842235902	0.0000000000	0.0000000000	0.0000000000
0.7468333333	6.8788752217	0.0000000000	0.0000000000	0.0000000000
0.7470000000	6.8735257167	0.0000000000	0.0000000000	0.0000000000
0.7471666667	6.8681750772	0.0000000000	0.0000000000	0.0000000000
0.7473333333	6.8628233054	0.0000000000	0.0000000000	0.0000000000
0.7475000000	6.8574704035	0.0000000000	0.0000000000	0.0000000000
0.7476666667	6.8521163734	0.0000000000	0.0000000000	0.0000000000
0.7478333333	6.8467612174	0.0000000000	0.0000000000	0.0000000000
0.7480000000	6.8414049375	0.0000000000	0.0000000000	0.0000000000
0.7481666667	6.8360475359	0.0000000000	0.0000000000	0.0000000000
0.7483333333	6.8306890146	0.0000000000	0.0000000000	0.0000000000
0.7485000000	6.8253293759	0.0000000000	0.0000000000	0.0000000000
0.7486666667	6.8199686217	0.0000000000	0.0000000000	0.0000000000
0.7488333333	6.8146067543	0.0000000000	0.0000000000	0.0000000000
0.7490000000	6.8092437757	0.0000000000	0.0000000000	0.0000000000
0.7491666667	6.8038796880	0.0000000000	0.0000000000	0.0000000000
0.7493333333	6.7985144935	0.0000000000	0.0000000000	0.0000000000
0.7495000000	6.7931481941	0.0000000000	0.0000000000	0.0000000000
0.7496666667	6.7877807920	0.0000000000	0.0000000000	0.0000000000
0.7498333333	6.7824122894	0.0000000000	0.0000000000	0.0000000000
0.7500000000	6.7770426883	0.0000000000	0.0000000000	0.0000000000
0.7501666667	6.7716719909	0.0000000000	0.0000000000	0.0000000000
0.7503333333	6.7663001992	0.0000000000	0.0000000000	0.0000000000
0.7505000000	6.7609273155	0.0000000000	0.0000000000	0.0000000000
0.7506666667	6.7555533418	0.0000000000	0.0000000000	0.0000000000
0.7508333333	6.7501782802	0.0000000000	0.0000000000	0.0000000000
0.7510000000	6.7448021330	0.0000000000	0.0000000000	0.0000000000
0.7511666667	6.7394249021	0.0000000000	0.0000000000	0.0000000000
0.7513333333	6.7340465897	0.0000000000	0.0000000000	0.0000000000
0.7515000000	6.7286671980	0.0000000000	0.0000000000	0.0000000000
0.7516666667	6.7232867290	0.0000000000	0.0000000000	0.0000000000
0.7518333333	6.7179051850	0.0000000000	0.0000000000	0.0000000000
0.7520000000	6.7125225679	0.0000000000	0.0000000000	0.0000000000
0.7521666667	6.7071388800	0.0000000000	0.0000000000	0.0000000000
0.7523333333	6.7017541234	0.0000000000	0.0000000000	0.0000000000
0.7525000000	6.6963683001	0.0000000000	0.0000000000	0.0000000000
0.7526666667	6.6909814124	0.0000000000	0.0000000000	0.0000000000
0.7528333333	6.6855934623	0.0000000000	0.0000000000	0.0000000000
0.7530000000	6.6802044519	0.0000000000	0.0000000000	0.0000000000
0.7531666667	6.6748143835	0.0000000000	0.0000000000	0.0000000000
0.7533333333	6.6694232591	0.0000000000	0.0000000000	0.0000000000
0.7535000000	6.6640310809	0.0000000000	0.0000000000	0.0000000000
0.7536666667	6.6586378509	0.0000000000	0.0000000000	0.0000000000
0.7538333333	6.6532435713	0.0000000000	0.0000000000	0.0000000000
0.7540000000	6.6478482443	0.0000000000	0.0000000000	0.0000000000
0.7541666667	6.6424518720	0.0000000000	0.0000000000	0.0000000000
0.7543333333	6.6370544564	0.0000000000	0.0000000000	0.0000000000
0.7545000000	6.6316559998	0.0000000000	0.0000000000	0.0000000000
0.7546666667	6.6262565043	0.0000000000	0.0000000000	0.0000000000
0.7548333333	6.6208559719	0.0000000000	0.0000000000	0.0000000000
0.7550000000	6.6154544049	0.0000000000	0.0000000000	0.0000000000
0.7551666667	6.6100518054	0.0000000000	0.0000000000	0.0000000000
0.7553333333	6.6046481754	0.0000000000	0.0000000000	0.0000000000
0.7555000000	6.5992435171	0.0000000000	0.0000000000	0.0000000000
0.7556666667	6.5938378328	0.0000000000	0.0000000000	0.0000000000
0.7558333333	6.5884311244	0.0000000000	0.0000000000	0.0000000000
0.7560000000	6.5830233941	0.0000000000	0.0000000000	0.0000000000
0.7561666667	6.5776146441	0.0000000000	0.0000000000	0.0000000000
0.7563333333	6.5722048765	0.0000000000	0.0000000000	0.0000000000
0.7565000000	6.5667940935	0.0000000000	0.0000000000	0.0000000000
0.7566666667	6.5613822971	0.0000000000	0.0000000000	0.0000000000
0.7568333333	6.5559694895	0.0000000000	0.0000000000	0.0000000000
0.7570000000	6.5505556728	0.0000000000	0.0000000000	0.0000000000
0.7571666667	6.5451408493	0.0000000000	0.0000000000	0.0000000000
0.7573333333	6.5397250209	0.0000000000	0.0000000000	0.0000000000
0.7575000000	6.5343081899	0.0000000000	0.0000000000	0.0000000000
0.7576666667	6.5288903584	0.0000000000	0.0000000000	0.0000000000
0.7578333333	6.5234715286	0.0000000000	0.0000000000	0.0000000000
0.7580000000	6.5180517025	0.0000000000	0.0000000000	0.0000000000
0.7581666667	6.5126308823	0.0000000000	0.0000000000	0.0000000000
0.7583333333	6.5072090702	0.0000000000	0.0000000000	0.0000000000
0.7585000000	6.5017862683	0.0000000000	0.0000000000	0.0000000000
0.7586666667	6.4963624787	0.0000000000	0.0000000000	0.0000000000
0.7588333333	6.4909377036	0.0000000000	0.0000000000	0.0000000000
0.7590000000	6.4855119451	0.0000000000	0.0000000000	0.0000000000
0.7591666667	6.4800852054	0.0000000000	0.0000000000	0.0000000000
0.7593333333	6.4746574865	0.0000000000	0.0000000000	0.0000000000
0.7595000000	6.4692287907	0.0000000000	0.0000000000	0.0000000000
0.7596666667	6.4637991201	0.0000000000	0.0000000000	0.0000000000
0.7598333333	6.4583684768	0.0000000000	0.0000000000	0.0000000000
0.7600000000	6.4529368631	0.0000000000	0.0000000000	0.0000000000
0.7601666667	6.4475042809	0.0000000000	0.0000000000	0.0000000000
0.7603333333	6.4420707325	0.0000000000	0.0000000000	0.0000000000
0.7605000000	6.4366362200	0.0000000000	0.0000000000	0.0000000000
0.7606666667	6.4312007455	0.0000000000	0.0000000000	0.0000000000
0.7608333333	6.4257643113	0.0000000000	0.0000000000	0.0000000000
0.7610000000	6.4203269193	0.0000000000	0.0000000000	0.0000000000
0.7611666667	6.4148885719	0.0000000000	0.0000000000	0.0000000000
0.7613333333	6.4094492712	0.0000000000	0.0000000000	0.0000000000
0.7615000000	6.4040090192	0.0000000000	0.0000000000	0.0000000000
0.7616666667	6.3985678181	0.0000000000	0.0000000000	0.0000000000
0.7618333333	6.3931256702	0.0000000000	0.0000000000	0.0000000000
0.7620000000	6.3876825774	0.0000000000	0.0000000000	0.0000000000
0.7621666667	6.3822385421	0.0000000000	0.0000000000	0.0000000000
0.7623333333	6.3767935663	0.0000000000	0.0000000000	0.0000000000
0.7625000000	6.3713476521	0.0000000000	0.0000000000	0.0000000000
0.7626666667	6.3659008018	0.0000000000	0.0000000000	0.0000000000
0.7628333333	6.3604530175	0.0000000000	0.0000000000	0.0000000000
0.7630000000	6.3550043013	0.0000000000	0.0000000000	0.0000000000
0.7631666667	6.3495546554	0.0000000000	0.0000000000	0.0000000000
0.7633333333	6.3441040819	0.0000000000	0.0000000000	0.0000000000
0.7635000000	6.3386525830	0.0000000000	0.0000000000	0.0000000000
0.7636666667	6.3332001608	0.0000000000	0.0000000000	0.0000000000
0.7638333333	6.3277468175	0.0000000000	0.0000000000	0.0000000000
0.7640000000	6.3222925553	0.0000000000	0.0000000000	0.0000000000
0.7641666667	6.3168373763	0.0000000000	0.0000000000	0.0000000000
0.7643333333	6.3113812826	0.0000000000	0.0000000000	0.0000000000
0.7645000000	6.3059242764	0.0000000000	0.0000000000	0.0000000000
0.7646666667	6.3004663599	0.0000000000	0.0000000000	0.0000000000
0.7648333333	6.2950075351	0.0000000000	0.0000000000	0.0000000000
0.7650000000	6.2895478044	0.0000000000	0.0000000000	0.0000000000
0.7651666667	6.2840871698	0.0000000000	0.0000000000	0.0000000000
0.7653333333	6.2786256334	0.0000000000	0.0000000000	0.0000000000
0.7655000000	6.2731631975	0.0000000000	0.0000000000	0.0000000000
0.7656666667	6.2676998642	0.0000000000	0.0000000000	0.0000000000
0.7658333333	6.2622356356	0.0000000000	0.0000000000	0.0000000000
0.7660000000	6.2567705140	0.0000000000	0.0000000000	0.0000000000
0.7661666667	6.2513045014	0.0000000000	0.0000000000	0.0000000000
0.7663333333	6.2458376000	0.0000000000	0.0000000000	0.0000000000
0.7665000000	6.2403698120	0.0000000000	0.0000000000	0.0000000000
0.7666666667	6.2349011395	0.0000000000	0.0000000000	0.0000000000
0.7668333333	6.2294315847	0.0000000000	0.0000000000	0.0000000000
0.7670000000	6.2239611498	0.0000000000	0.0000000000	0.0000000000
0.7671666667	6.2184898369	0.0000000000	0.0000000000	0.0000000000
0.7673333333	6.2130176482	0.0000000000	0.0000000000	0.0000000000
0.7675000000	6.2075445858	0.0000000000	0.0000000000	0.0000000000
0.7676666667	6.2020706519	0.0000000000	0.0000000000	0.0000000000
0.7678333333	6.1965958487	0.0000000000	0.0000000000	0.0000000000
0.7680000000	6.1911201782	0.0000000000	0.0000000000	0.0000000000
0.7681666667	6.1856436428	0.0000000000	0.0000000000	0.0000000000
0.7683333333	6.1801662445	0.0000000000	0.0000000000	0.0000000000
0.7685000000	6.1746879855	0.0000000000	0.0000000000	0.0000000000
0.7686666667	6.1692088680	0.0000000000	0.0000000000	0.0000000000
0.7688333333	6.1637288941	0.0000000000	0.0000000000	0.0000000000
0.7690000000	6.1582480660	0.0000000000	0.0000000000	0.0000000000
0.7691666667	6.1527663859	0.0000000000	0.0000000000	0.0000000000
0.7693333333	6.1472838559	0.0000000000	0.0000000000	0.0000000000
0.7695000000	6.1418004781	0.0000000000	0.0000000000	0.0000000000
0.7696666667	6.1363162549	0.0000000000	0.0000000000	0.0000000000
0.7698333333	6.1308311882	0.0000000000	0.0000000000	0.0000000000
0.7700000000	6.1253452803	0.0000000000	0.0000000000	0.0000000000
0.7701666667	6.1198585334	0.0000000000	0.0000000000	0.0000000000
0.7703333333	6.1143709496	0.0000000000	0.0000000000	0.0000000000
0.7705000000	6.1088825310	0.0000000000	0.0000000000	0.0000000000
0.7706666667	6.1033932799	0.0000000000	0.0000000000	0.0000000000
0.7708333333	6.0979031984	0.0000000000	0.0000000000	0.0000000000
0.7710000000	6.0924122887	0.0000000000	0.0000000000	0.0000000000
0.7711666667	6.0869205530	0.0000000000	0.0000000000	0.0000000000
0.7713333333	6.0814279934	0.0000000000	0.0000000000	0.0000000000
0.7715000000	6.0759346120	0.0000000000	0.0000000000	0.0000000000
0.7716666667	6.0704404111	0.0000000000	0.0000000000	0.0000000000
0.7718333333	6.0649453928	0.0000000000	0.0000000000	0.0000000000
0.7720000000	6.0594495594	0.0000000000	0.0000000000	0.0000000000
0.7721666667	6.0539529128	0.0000000000	0.0000000000	0.0000000000
0.7723333333	6.0484554555	0.0000000000	0.0000000000	0.0000000000
0.7725000000	6.0429571894	0.0000000000	0.0000000000	0.0000000000
0.7726666667	6.0374581168	0.0000000000	0.0000000000	0.0000000000
0.7728333333	6.0319582398	0.0000000000	0.0000000000	0.0000000000
0.7730000000	6.0264575606	0.0000000000	0.0000000000	0.0000000000
0.7731666667	6.0209560815	0.0000000000	0.0000000000	0.0000000000
0.7733333333	6.0154538045	0.0000000000	0.0000000000	0.0000000000
0.7735000000	6.0099507318	0.0000000000	0.0000000000	0.0000000000
0.7736666667	6.0044468656	0.0000000000	0.0000000000	0.0000000000
0.7738333333	5.9989422081	0.0000000000	0.0000000000	0.0000000000
0.7740000000	5.9934367615	0.0000000000	0.0000000000	0.0000000000
0.7741666667	5.9879305279	0.0000000000	0.0000000000	0.0000000000
0.7743333333	5.9824235094	0.0000000000	0.0000000000	0.0000000000
0.7745000000	5.9769157084	0.0000000000	0.0000000000	0.0000000000
0.7746666667	5.9714071269	0.0000000000	0.0000000000	0.0000000000
0.7748333333	5.9658977671	0.0000000000	0.0000000000	0.0000000000
0.7750000000	5.9603876312	0.0000000000	0.0000000000	0.0000000000
0.7751666667	5.9548767213	0.0000000000	0.0000000000	0.0000000000
0.7753333333	5.9493650398	0.0000000000	0.0000000000	0.0000000000
0.7755000000	5.9438525886	0.0000000000	0.0000000000	0.0000000000
0.7756666667	5.9383393700	0.0000000000	0.0000000000	0.0000000000
0.7758333333	5.9328253862	0.0000000000	0.0000000000	0.0000000000
0.7760000000	5.9273106394	0.0000000000	0.0000000000	0.0000000000
0.7761666667	5.9217951317	0.0000000000	0.0000000000	0.0000000000
0.7763333333	5.9162788653	0.0000000000	0.0000000000	0.0000000000
0.7765000000	5.9107618424	0.0000000000	0.0000000000	0.0000000000
0.7766666667	5.9052440651	0.0000000000	0.0000000000	0.0000000000
0.7768333333	5.8997255357	0.0000000000	0.0000000000	0.0000000000
0.7770000000	5.8942062563	0.0000000000	0.0000000000	0.0000000000
0.7771666667	5.8886862291	0.0000000000	0.0000000000	0.0000000000
0.7773333333	5.8831654563	0.0000000000	0.0000000000	0.0000000000
0.7775000000	5.8776439400	0.0000000000	0.0000000000	0.0000000000
0.7776666667	5.8721216825	0.0000000000	0.0000000000	0.0000000000
0.7778333333	5.8665986858	0.0000000000	0.0000000000	0.0000000000
0.7780000000	5.8610749523	0.0000000000	0.0000000000	0.0000000000
0.7781666667	5.8555504841	0.0000000000	0.0000000000	0.0000000000
0.7783333333	5.8500252833	0.0000000000	0.0000000000	0.0000000000
0.7785000000	5.8444993521	0.0000000000	0.0000000000	0.0000000000
0.7786666667	5.8389726928	0.0000000000	0.0000000000	0.0000000000
0.7788333333	5.8334453075	0.0000000000	0.0000000000	0.0000000000
0.7790000000	5.8279171984	0.0000000000	0.0000000000	0.0000000000
0.7791666667	5.8223883676	0.0000000000	0.0000000000	0.0000000000
0.7793333333	5.8168588174	0.0000000000	0.0000000000	0.0000000000
0.7795000000	5.8113285499	0.0000000000	0.0000000000	0.0000000000
0.7796666667	5.8057975673	0.0000000000	0.0000000000	0.0000000000
0.7798333333	5.8002658718	0.0000000000	0.0000000000	0.0000000000
0.7800000000	5.7947334656	0.0000000000	0.0000000000	0.0000000000
0.7801666667	5.7892003509	0.0000000000	0.0000000000	0.0000000000
0.7803333333	5.7836665298	0.0000000000	0.0000000000	0.0000000000
0.7805000000	5.7781320046	0.0000000000	0.0000000000	0.0000000000
0.7806666667	5.7725967774	0.0000000000	0.0000000000	0.0000000000
0.7808333333	5.7670608504	0.0000000000	0.0000000000	0.0000000000
0.7810000000	5.7615242258	0.0000000000	0.0000000000	0.0000000000
0.7811666667	5.7559869057	0.0000000000	0.0000000000	0.0000000000
0.7813333333	5.7504488925	0.0000000000	0.0000000000	0.0000000000
0.7815000000	5.7449101882	0.0000000000	0.0000000000	0.0000000000
0.7816666667	5.7393707950	0.0000000000	0.0000000000	0.0000000000
0.7818333333	5.7338307151	0.0000000000	0.0000000000	0.0000000000
0.7820000000	5.7282899508	0.0000000000	0.0000000000	0.0000000000
0.7821666667	5.7227485041	0.0000000000	0.0000000000	0.0000000000
0.7823333333	5.7172063774	0.0000000000	0.0000000000	0.0000000000
0.7825000000	5.7116635727	0.0000000000	0.0000000000	0.0000000000
0.7826666667	5.7061200922	0.0000000000	0.0000000000	0.0000000000
0.7828333333	5.7005759383	0.0000000000	0.0000000000	0.0000000000
0.7830000000	5.6950311129	0.0000000000	0.0000000000	0.0000000000
0.7831666667	5.6894856184	0.0000000000	0.0000000000	0.0000000000
0.7833333333	5.6839394569	0.0000000000	0.0000000000	0.0000000000
0.7835000000	5.6783926307	0.0000000000	0.0000000000	0.0000000000
0.7836666667	5.6728451418	0.0000000000	0.0000000000	0.0000000000
0.7838333333	5.6672969925	0.0000000000	0.0000000000	0.0000000000
0.7840000000	5.6617481850	0.0000000000	0.0000000000	0.0000000000
0.7841666667	5.6561987214	0.0000000000	0.0000000000	0.0000000000
0.7843333333	5.6506486040	0.0000000000	0.0000000000	0.0000000000
0.7845000000	5.6450978350	0.0000000000	0.0000000000	0.0000000000
0.7846666667	5.6395464165	0.0000000000	0.0000000000	0.0000000000
0.7848333333	5.6339943507	0.0000000000	0.0000000000	0.0000000000
0.7850000000	5.6284416398	0.0000000000	0.0000000000	0.0000000000
0.7851666667	5.6228882861	0.0000000000	0.0000000000	0.0000000000
0.7853333333	5.6173342917	0.0000000000	0.0000000000	0.0000000000
0.7855000000	5.6117796588	0.0000000000	0.0000000000	0.0000000000
